"Coût_chauffage","Surface_habitable_immeuble","Coût_éclairage","Conso_5_usages_é_finale","Date_réception_DPE","Coût_total_5_usages","N°DPE","Code_postal_(BAN)","Surface_habitable_logement","Coût_auxiliaires","Type_bâtiment","Coût_ECS","Conso_5_usages_par_m²_é_primaire","Coût_refroidissement","Etiquette_DPE","_score"
279,1398.7,202.7,4745,"2022-11-16",589.6,"2269N2711806H","69100",87.7,0,"appartement",229,59.2,0,"C",22.602592
209.4,1894.7,84,3318.2,"2022-04-07",389.8,"2269N0727161U","69100",39.8,6.5,"appartement",146.7,87.2,0,"C",22.602592
5238,965.1,596,71375.3,"2022-01-14",8478,"2269N0078064N","69100",965.1,140,"immeuble",2364,78,0,"C",22.602592
240.1,1346.4,38.6,1971.3,"2022-07-12",336.3,"2269N1597024B","69100",20.1,5.5,"appartement",71.4,156.9,0,"C",22.602592
165.4,896.1,83.3,2889,"2022-08-02",341.6,"2269N1764079G","69100",40,5.2,"appartement",147.4,75.9,0,"C",22.602592
337.7,739.7,128.9,5190.6,"2022-05-25",627.8,"2269N1157770R","69100",68.9,0,"appartement",220.3,80.7,0,"C",22.602592
181.3,739.7,126.1,3782.7,"2022-05-25",468.1,"2269N1157785G","69100",67.4,0,"appartement",218.5,61.3,0,"C",22.602592
128,1346.4,37.8,1576.1,"2022-07-12",223.2,"2269N1596894B","69100",19.7,5.4,"appartement",70.9,114.5,0,"C",22.602592
127.6,1587.6,89.8,2930.6,"2022-06-16",379.7,"2269N1344416J","69100",46.1,18,"appartement",212.1,72.1,0,"C",22.602592
159.4,2476,39,4562.7,"2022-02-07",476.5,"2269N0234751Y","69100",70.9,122.2,"appartement",156,74,0,"B",22.602592
119.6,1120.5,125.8,3358.9,"2022-01-20",411.1,"2269N0114797I","69100",66.5,8.4,"appartement",228.7,54.9,0,"B",22.602592
74.2,1883.2,58.2,2631.6,"2022-12-09",229.2,"2269N2986708L","69100",28.5,3.6,"appartement",131.8,97.1,0,"D",22.602592
474.3,1131.3,183.6,6276.6,"2022-03-31",746.3,"2269N0661368H","69100",85.3,32.4,"appartement",193.7,77.7,0,"C",22.602592
280,1521.8,138.2,4275.8,"2022-08-02",508.4,"2269N1766027E","69100",67.1,0,"appartement",180.2,67.3,0,"C",22.602592
246.7,1161.9,137.9,3891.4,"2022-01-14",468.2,"2269N0078092P","69100",65.1,25.8,"appartement",164,63.7,0,"C",22.602592
142.8,1401.6,79.9,2679.8,"2022-11-21",316.8,"2269N2762588L","69100",38.9,5,"appartement",143.6,72.4,0,"C",22.602592
222.2,1161.9,94.7,3410.4,"2022-01-14",403.6,"2269N0078124V","69100",44.8,17.8,"appartement",141.9,80.1,0,"C",22.602592
679.7,1275.9,216.8,8389.2,"2022-12-23",1014.9,"2269N3133965E","69100",103.4,13.6,"appartement",244.8,86.9,0,"C",22.602592
121.7,1783.2,76.8,2775.9,"2022-10-14",333.2,"2269N2399425Q","69100",42.2,5.5,"appartement",171.7,70,0,"C",22.602592
291.6,1058.2,181.3,4508.2,"2022-07-26",539.9,"2269N1704284L","69100",82,0,"appartement",185.8,58.4,0,"C",22.602592
343.7,2676.1,131,4804,"2022-01-07",565,"2169N1022075P","69100",61.3,8.2,"appartement",171.4,82,0,"C",22.602592
158.3,1272.6,123.7,3748.1,"2022-01-20",477.6,"2269N0114829O","69100",65.6,49.5,"appartement",218.2,64.3,0,"C",22.602592
130.8,2476,32,3966.2,"2022-02-07",408.5,"2269N0234549E","69100",58.2,100.3,"appartement",145.4,78,0,"B",22.602592
313.1,3421.6,166.5,4663.7,"2022-12-02",604.5,"2269N2900166X","69100",78.4,10.4,"appartement",219,67.5,0,"C",22.602592
118.6,568.8,144.1,3266.8,"2022-10-10",407.3,"2269N2346583G","69100",66.2,0,"appartement",217.4,54.2,0,"B",22.602592
208.7,1551.2,158.6,4204.6,"2022-06-16",556.3,"2269N1344294R","69100",81.4,42.3,"appartement",274,59.6,0,"B",22.602592
249.7,896,140.9,4020.5,"2022-08-02",480.9,"2269N1764394J","69100",67.6,8.8,"appartement",182.6,63.1,0,"C",22.602592
138.7,1883.2,127.5,4151.2,"2022-12-09",373.5,"2269N2986784J","69100",62.4,8,"appartement",183.9,71.1,0,"C",22.602592
412.9,1482.5,139,6016.4,"2022-01-25",713.8,"2169N1028480Y","69100",74.1,0,"appartement",228.4,85.6,0,"C",22.602592
265.3,1551.2,138.9,4495.4,"2022-06-16",589.9,"2269N1344283G","69100",71.3,37,"appartement",260.1,72.2,0,"C",22.602592
220,1587.6,121.8,3907.1,"2022-06-16",512.2,"2269N1344423Q","69100",62.5,24.4,"appartement",238.1,71.5,0,"C",22.602592
123.3,1287,79.2,2882.2,"2022-10-10",347.9,"2269N2346466T","69100",40.2,10.6,"appartement",180.2,76.7,0,"C",22.602592
176.1,1346.4,32.4,1682.8,"2022-07-12",264.7,"2269N1596995Y","69100",16.9,4.6,"appartement",67.8,151.9,0,"C",22.602592
487.7,2676.1,169.4,6304.4,"2022-01-07",740.9,"2169N1022080U","69100",79.3,10.6,"appartement",188.7,83.1,0,"C",22.602592
71.7,1573.1,64.8,2362,"2022-05-25",297,"2269N1157864H","69100",34.9,8.6,"appartement",187.6,74.9,0,"C",22.602592
345.9,1385.8,129.2,5059.7,"2022-12-23",605.9,"2269N3134007U","69100",65.6,8.6,"appartement",207.5,82,0,"C",22.602592
204.1,1011.8,108.1,3863.3,"2022-01-25",464.4,"2169N1028524Q","69100",57.6,0,"appartement",203.9,71.5,0,"C",22.602592
288.2,1438.6,135.2,4321.2,"2022-06-09",571.7,"2269N1270368J","69100",68.7,9,"appartement",228.6,72.5,0,"C",22.602592
218,1521.8,85.2,3374.5,"2022-08-02",396.1,"2269N1766070V","69100",41.4,0,"appartement",148.4,85.2,0,"C",22.602592
242,1385.8,129.9,4159.1,"2022-12-23",502.7,"2269N3134002P","69100",65.9,8.7,"appartement",207.9,67.5,0,"C",22.602592
318,1385.8,155.8,4991.5,"2022-12-23",604.1,"2269N3133993G","69100",79.1,10.4,"appartement",222.9,67.6,0,"C",22.602592
165.2,1655.9,88.9,3279.2,"2022-06-16",425.2,"2269N1344357C","69100",44.6,23.7,"appartement",218.8,83.4,0,"C",22.602592
198.4,2515.2,168.8,4541.5,"2022-12-09",422.1,"2269N2986557Q","69100",81.8,10.5,"appartement",156.4,60.4,0,"C",22.602592
204.6,1343.8,183,3528,"2022-06-03",458.5,"2269N1228437Q","69100",89.2,0,"appartement",190.2,44.9,0,"B",22.602592
6484,1438.6,820,93437,"2022-06-09",12413,"2269N1270319M","69100",1438.6,55,"immeuble",4781,75.2,0,"C",22.602592
230.2,1551.2,138.9,4221.8,"2022-06-16",554.7,"2269N1344290N","69100",71.3,37,"appartement",260.1,67.9,0,"C",22.602592
270.2,1748.6,133.9,4127.9,"2022-06-09",505.2,"2269N1270032L","69100",61.8,8.4,"appartement",182.6,72.3,0,"C",22.602592
121.7,1783.2,76.8,2775.9,"2022-10-14",333.2,"2269N2399413E","69100",42.2,5.5,"appartement",171.7,70,0,"C",22.602592
323.1,1398.7,202.7,5125.6,"2022-11-16",633.8,"2269N2711817S","69100",87.7,0,"appartement",229,63.7,0,"C",22.602592
182.4,896.1,83.3,3039.1,"2022-08-02",358.5,"2269N1764089Q","69100",40,5.2,"appartement",147.4,79.7,0,"C",22.602592
128,1346.4,37.8,1576.1,"2022-07-12",223.2,"2269N1596943Y","69100",19.7,5.4,"appartement",70.9,114.5,0,"C",22.602592
358.7,1161.9,182.3,5133,"2022-01-14",617.7,"2269N0078116N","69100",86.2,34.2,"appartement",183,63.5,0,"C",22.602592
345.2,1325.7,186.2,5080.6,"2022-07-26",615,"2269N1704322X","69100",87.4,0,"appartement",202.2,62.3,0,"C",22.602592
159.4,2476,39,4562.7,"2022-02-07",476.5,"2269N0234822R","69100",70.9,122.2,"appartement",156,74,0,"B",22.602592
347.6,867.3,158.4,5336.9,"2022-02-10",631.3,"2269N0268798L","69100",76.1,0,"appartement",222.4,73.7,0,"C",22.602592
483.7,1883.2,224.7,8982.5,"2022-12-09",806.1,"2269N2986810J","69100",110,14,"appartement",232.8,87.2,0,"D",22.602592
185.1,867.3,86.9,3357.3,"2022-02-10",394.1,"2269N0268797K","69100",41.8,0,"appartement",175.3,84,0,"C",22.602592
247,739.7,119.3,4314.8,"2022-05-25",525.8,"2269N1157791M","69100",63.7,0,"appartement",214.2,73,0,"C",22.602592
255.9,2937.3,148.3,3748.5,"2022-06-03",481.2,"2269N1228450D","69100",68.8,0,"appartement",177.5,61.3,0,"C",22.602592
400.9,1398.7,183.7,5685.9,"2022-11-16",694.6,"2269N2711814P","69100",79.5,0,"appartement",219.8,77.2,0,"C",22.602592
128.3,2515.2,87.1,3150.8,"2022-12-09",283.4,"2269N2986580N","69100",42.2,5.4,"appartement",120.3,79.8,0,"C",22.602592
248.8,1521.8,138.5,4000.3,"2022-08-02",477.4,"2269N1765470T","69100",67.2,0,"appartement",180.4,63,0,"C",22.602592
101.4,2476,24.8,3310.3,"2022-02-07",335.2,"2269N0235000N","69100",45.1,77.7,"appartement",131.3,83,0,"B",22.602592
183.9,1346.4,35.3,1741.6,"2022-07-12",276.1,"2269N1596881O","69100",18.4,5,"appartement",69.5,144.8,0,"C",22.602592
186.8,1521.8,89.5,3134.7,"2022-08-02",369.9,"2269N1765432H","69100",43.4,0,"appartement",152,75.8,0,"C",22.602592
288.1,1385.8,129.4,4558,"2022-12-23",548.4,"2269N3133986Z","69100",65.7,8.6,"appartement",207.7,74,0,"C",22.602592
167.9,1398.7,105.8,3196.6,"2022-11-16",388.7,"2269N2711799A","69100",45.8,0,"appartement",178.3,75.1,0,"C",22.602592
412.9,1482.5,139,6016.4,"2022-03-15",713.8,"2269N0519813W","69100",74.1,0,"appartement",228.4,85.6,0,"C",22.602592
217.3,1131.3,116.8,3599.7,"2022-03-31",431,"2269N0661397K","69100",54.3,20.6,"appartement",163.9,70.5,0,"C",22.602592
101.4,2476,24.8,3310.3,"2022-02-07",335.2,"2269N0234971K","69100",45.1,77.7,"appartement",131.3,83,0,"B",22.602592
97.4,1379.5,63.8,3003.2,"2022-12-09",262.7,"2269N2986611S","69100",32.8,4.3,"appartement",139.4,96.5,0,"D",22.602592
205.6,896.1,88.2,3288.1,"2022-08-02",387.6,"2269N1764087O","69100",42.4,5.5,"appartement",151.6,81.4,0,"C",22.602592
314.8,998.8,119.8,4444.5,"2022-06-09",530,"2269N1270090R","69100",63.1,8,"appartement",166.5,74.6,0,"C",22.602592
183.7,924.4,142.1,3612,"2022-11-16",441.6,"2269N2711757K","69100",63.2,0,"appartement",204.6,61.7,0,"C",22.602592
246.2,945.3,92.6,3950.4,"2022-02-10",461.4,"2269N0268740F","69100",45.1,0,"appartement",179.4,91.1,0,"C",22.602592
302.9,1058.2,195.5,4681,"2022-07-26",562.1,"2269N1704283K","69100",88.4,0,"appartement",191.8,56.4,0,"C",22.602592
157.9,1325.7,132.7,3132.9,"2022-07-26",383.3,"2269N1704294V","69100",62.3,0,"appartement",177.4,54.3,0,"B",22.602592
259.9,1131.3,122.1,4012.3,"2022-03-31",478.3,"2269N0661389C","69100",56.7,21.5,"appartement",166.3,74.8,0,"C",22.602592
219.8,1346.4,32.4,1833.3,"2022-07-12",308.4,"2269N1597036N","69100",16.9,4.6,"appartement",67.8,172.4,0,"C",22.602592
231.4,1748.6,99,3567.7,"2022-06-09",432.9,"2269N1269997C","69100",45.8,6.2,"appartement",162.7,83.8,0,"C",22.602592
182.4,1521.8,97.5,3166.3,"2022-08-02",375.1,"2269N1765460J","69100",47.3,0,"appartement",158.8,70.4,0,"C",22.602592
130.8,2476,32,3966.2,"2022-02-07",408.5,"2269N0234587Q","69100",58.2,100.3,"appartement",145.4,78,0,"B",22.602592
181.9,1011.8,108.1,3663.6,"2022-01-25",442.2,"2169N1028520M","69100",57.6,0,"appartement",203.9,68,0,"C",22.602592
315.6,998.8,122.4,4465.5,"2022-06-09",533,"2269N1270096X","69100",64.4,8.2,"appartement",167.8,73.4,0,"C",22.602592
183.6,896,83.3,3050.8,"2022-08-02",359.8,"2269N1764412B","69100",40,5.2,"appartement",147.5,80,0,"C",22.602592
441.6,945.3,193.5,6383.8,"2022-02-10",756.1,"2269N0268769I","69100",94.4,0,"appartement",239.6,71.2,0,"C",22.602592
210.2,1438.6,131.5,3645.6,"2022-06-09",489.9,"2269N1270341I","69100",66.8,8.8,"appartement",226.3,63.8,0,"C",22.602592
210.9,2937.3,143,3369.7,"2022-06-03",432.1,"2269N1228524Z","69100",66.3,0,"appartement",175.1,57.1,0,"B",22.602592
199.6,1883.2,157.7,5105.9,"2022-12-09",461.7,"2269N2986712P","69100",77.2,9.9,"appartement",199.1,70.9,0,"C",22.602592
130.2,1587.6,85,2893.8,"2022-06-16",374.4,"2269N1344418L","69100",43.7,17,"appartement",206.4,75.1,0,"C",22.602592
188.7,1011.8,124.6,3847.4,"2022-01-25",468,"2169N1028525R","69100",66.4,0,"appartement",214.2,62.4,0,"C",22.602592
163.2,2476,39.9,4642.5,"2022-02-07",485.6,"2269N0234530L","69100",72.6,125.1,"appartement",157.4,74,0,"B",22.602592
188.7,1011.8,124.6,3847.4,"2022-01-25",468,"2169N1028521N","69100",66.4,0,"appartement",214.2,62.4,0,"C",22.602592
191.9,1482.5,122.4,3903.8,"2022-03-15",473.6,"2269N0519727O","69100",65.2,0,"appartement",217.8,64.2,0,"C",22.602592
237.9,1521.8,97.5,3659.7,"2022-08-02",430.6,"2269N1766062N","69100",47.3,0,"appartement",158.8,81,0,"C",22.602592
333.1,1385.8,157,5131.9,"2022-12-23",620.5,"2269N3133989C","69100",79.7,10.5,"appartement",223.6,68.9,0,"C",22.602592
210.2,1401.6,127.7,3630,"2022-11-21",433.7,"2269N2760313Y","69100",62.2,8,"appartement",174.9,61.9,0,"C",22.602592
163.2,2476,39.9,4642.5,"2022-02-07",485.6,"2269N0234505M","69100",72.6,125.1,"appartement",157.4,74,0,"B",22.602592
217.9,1346.4,35.4,1860.2,"2022-07-12",310.2,"2269N1596985O","69100",18.5,5.1,"appartement",69.6,158.9,0,"C",22.602592
211.5,1551.2,150.8,4167.1,"2022-06-16",550,"2269N1344304B","69100",77.4,40.2,"appartement",268.5,62,0,"C",22.602592
199.4,388.4,138.8,4320.9,"2022-10-10",530.2,"2269N2346506H","69100",64.9,52.1,"appartement",250.3,72.1,0,"C",22.602592
453.4,388.4,269.2,7621.9,"2022-10-10",943.9,"2269N2346534J","69100",125.9,100.9,"appartement",334.3,66.1,0,"C",22.602592
219,1587.6,127,3938.6,"2022-06-16",517.2,"2269N1344425S","69100",65.2,25.4,"appartement",241.7,69.2,0,"C",22.602592
113.9,2515.2,89.1,3002.5,"2022-12-09",271.2,"2269N2986468F","69100",43.2,5.6,"appartement",121.7,74.5,0,"C",22.602592
165.9,1076.7,134.7,3244,"2022-07-26",396.3,"2269N1704337M","69100",64.6,0,"appartement",181.6,54.2,0,"B",22.602592
243.2,1379.5,97,5158.1,"2022-12-09",453.4,"2269N2986684N","69100",49.9,6.5,"appartement",170.8,109.2,0,"D",22.602592
438.7,1438.6,180.5,5858.1,"2022-06-09",769,"2269N1270358Z","69100",91.7,12,"appartement",257,73.2,0,"C",22.602592
171.3,739.7,119.4,3644.2,"2022-05-25",450.2,"2269N1157793O","69100",63.8,0,"appartement",214.3,62.3,0,"C",22.602592
527.8,1275.9,211.4,7042,"2022-12-23",857.8,"2269N3133946L","69100",100.8,13.2,"appartement",241.9,75.2,0,"C",22.602592
164,1346.4,30.4,1619.3,"2022-07-12",250.1,"2269N1596840Z","69100",15.9,4.3,"appartement",66.6,154,0,"C",22.602592
159.4,2476,39,4562.7,"2022-02-07",476.5,"2269N0234791M","69100",70.9,122.2,"appartement",156,74,0,"B",22.602592
280.3,1401.6,137.7,4316.5,"2022-11-21",512.4,"2269N2760305Q","69100",67.1,8.6,"appartement",179.6,67.9,0,"C",22.602592
142.1,1120.5,141.3,3681.1,"2022-01-20",451.6,"2269N0114791C","69100",74.7,9.4,"appartement",239,53.7,0,"B",22.602592
362.6,3909.6,167.8,5661.3,"2022-04-22",683.8,"2269N0848097E","69100",94.7,0,"appartement",240.1,63.9,0,"C",22.602592
513.3,1587.6,170.9,6508,"2022-06-16",861,"2269N1344477S","69100",87.8,34.2,"appartement",271.6,85.5,0,"C",22.602592
138.7,1883.2,127.5,4151.2,"2022-12-09",373.5,"2269N2986750B","69100",62.4,8,"appartement",183.9,71.1,0,"C",22.602592
269.5,1482.5,125.1,4622.4,"2022-01-25",554.3,"2169N1028479X","69100",66.7,0,"appartement",219.5,73.7,0,"C",22.602592
123.8,1346.4,36.6,1548.8,"2022-07-12",217.6,"2269N1596887U","69100",19.1,5.2,"appartement",70.3,115.6,0,"C",22.602592
187.2,2676.1,93.5,3153.3,"2022-01-07",372.6,"2169N1022069J","69100",43.8,5.8,"appartement",149.9,75.6,0,"C",22.602592
269.6,1438.6,110.2,4012.3,"2022-06-09",527.3,"2269N1270360B","69100",56,7.3,"appartement",212.9,82.2,0,"C",22.602592
130.8,2476,32,3966.2,"2022-02-07",408.5,"2269N0234749W","69100",58.2,100.3,"appartement",145.4,78,0,"B",22.602592
415.1,896,199.5,5805.3,"2022-08-02",694.4,"2269N1764421K","69100",95.8,12.5,"appartement",210.6,64.3,0,"C",22.602592
137.1,965.1,91.9,2642.4,"2022-01-14",318.1,"2269N0078077A","69100",43.2,21.6,"appartement",141.8,65.2,0,"C",22.602592
268.9,3421.6,89.9,3795.5,"2022-12-02",479.7,"2269N2900152J","69100",42.3,5.6,"appartement",171.7,99.6,0,"C",22.602592
346.5,1401.6,132.6,4883.4,"2022-11-21",574.2,"2269N2760319E","69100",64.6,8.3,"appartement",177.2,79.1,0,"C",22.602592
597.1,965.1,230.2,7562.8,"2022-01-14",901.6,"2269N0078075Y","69100",108.2,54.2,"appartement",206.3,73.9,0,"C",22.602592
251.5,1438.6,110.6,3863.5,"2022-06-09",509.6,"2269N1270320N","69100",56.2,7.4,"appartement",213.2,79.1,0,"C",22.602592
140.3,2937.3,68.9,2321.4,"2022-06-03",291.2,"2269N1228505G","69100",32,0,"appartement",128.7,80.2,0,"C",22.602592
212.4,1783.2,153.2,4214.1,"2022-10-14",517.6,"2269N2399417I","69100",84.2,10.9,"appartement",225.8,54.3,0,"B",22.602592
332.3,715,157.1,5110.9,"2022-12-23",605.5,"2269N3133975O","69100",77.7,10.5,"appartement",212.4,70.3,0,"C",22.602592
235.7,1521.8,138.5,3883.8,"2022-08-02",464.3,"2269N1765454D","69100",67.2,0,"appartement",180.4,61.3,0,"C",22.602592
182.3,1346.4,36.8,1752.7,"2022-07-12",276.4,"2269N1597076B","69100",19.2,5.3,"appartement",70.4,139.3,0,"C",22.602592
254,2676.1,128,3980.9,"2022-01-07",472.8,"2169N1022048O","69100",59.9,8,"appartement",170.1,70.1,0,"C",22.602592
273.8,998.8,127,4118.9,"2022-06-09",495.3,"2269N1270081I","69100",66.8,8.5,"appartement",170,65.7,0,"C",22.602592
628.9,3909.6,239.2,8559.1,"2022-04-22",1030.4,"2269N0848151G","69100",135,0,"appartement",285.9,67.6,0,"C",22.602592
234.3,1401.6,129.8,3858.3,"2022-11-21",459.6,"2269N2760029A","69100",63.2,8.1,"appartement",175.9,64.5,0,"C",22.602592
210.1,1346.4,38.5,1866.1,"2022-07-12",306.1,"2269N1596886T","69100",20.1,5.5,"appartement",71.3,145.5,0,"C",22.602592
221.7,1161.9,94.7,3406,"2022-01-14",403.1,"2269N0078102Z","69100",44.8,17.8,"appartement",141.9,80,0,"C",22.602592
189.3,3909.6,121.5,3776.8,"2022-04-22",458.4,"2269N0848099G","69100",68.6,0,"appartement",210.4,59.1,0,"C",22.602592
145,950.5,117.9,3298,"2022-05-02",396.3,"2269N0930389G","69100",60.4,7.9,"appartement",203.4,58.1,0,"C",22.602592
214.7,1343.8,146.7,3416.7,"2022-06-03",439.7,"2269N1228440T","69100",71.5,0,"appartement",173.9,53.8,0,"B",22.602592
309.4,965.1,146.5,4527.8,"2022-01-14",542.1,"2269N0078069S","69100",68.9,34.5,"appartement",170.2,69.8,0,"C",22.602592
6053,1161.9,713,80169.6,"2022-01-14",10115,"2269N0078086J","69100",1161.9,134,"immeuble",3037,76.5,0,"C",22.602592
218.9,1783.2,113.8,3983,"2022-10-14",479.3,"2269N2399418J","69100",62.5,8.1,"appartement",201.5,68,0,"C",22.602592
214.2,1748.6,77.6,3231.8,"2022-06-09",389.2,"2269N1269970B","69100",35.8,4.8,"appartement",144.6,96.4,0,"C",22.602592
177,1655.9,102.3,3522.3,"2022-06-16",458.6,"2269N1344382B","69100",51.3,27.3,"appartement",234.1,78.1,0,"C",22.602592
203.2,2515.2,164,4568.4,"2022-12-09",423.2,"2269N2986472J","69100",79.5,10.3,"appartement",154.5,62.4,0,"C",22.602592
357.7,1051.8,148.9,5005.6,"2022-03-31",592.7,"2269N0661443E","69100",67.1,8.8,"appartement",176.5,78.5,0,"C",22.602592
168.6,1287,79.2,3289.4,"2022-10-10",393.2,"2269N2346415U","69100",40.2,10.6,"appartement",180.2,86.8,0,"C",22.602592
574.4,467.2,182.1,7147.1,"2022-11-21",850.9,"2269N2756301Q","69100",86,11.4,"appartement",200.6,87.8,0,"C",22.602592
294.8,3909.6,119.4,4698.9,"2022-04-22",561.6,"2269N0848143Y","69100",67.4,0,"appartement",209.1,73.9,0,"C",22.602592
204.4,1343.8,182.7,3524.5,"2022-06-03",458,"2269N1228430J","69100",89.1,0,"appartement",190.1,45,0,"B",22.602592
352.7,945.3,188.7,5554.2,"2022-02-10",662.7,"2269N0268771K","69100",92,0,"appartement",237,63.9,0,"C",22.602592
143.4,739.7,80.9,3052.2,"2022-05-25",370.8,"2269N1157774V","69100",43.2,0,"appartement",183.5,75.9,0,"C",22.602592
212.4,1783.2,153.2,4214.1,"2022-10-14",517.6,"2269N2399409A","69100",84.2,10.9,"appartement",225.8,54.3,0,"B",22.602592
257.3,3909.6,115.7,4338.1,"2022-04-22",519.9,"2269N0848062V","69100",65.3,0,"appartement",206.7,70.6,0,"C",22.602592
159.4,2476,39,4562.7,"2022-02-07",476.5,"2269N0234809E","69100",70.9,122.2,"appartement",156,74,0,"B",22.602592
130.8,2476,32,3966.2,"2022-02-07",408.5,"2269N0234535Q","69100",58.2,100.3,"appartement",145.4,78,0,"B",22.602592
273.3,1076.7,143.5,4244.3,"2022-07-26",511.2,"2269N1704350Z","69100",68.8,0,"appartement",185.9,65.8,0,"C",22.602592
213.1,2937.3,138.8,3365.7,"2022-06-03",431.1,"2269N1228512N","69100",64.3,0,"appartement",173.2,58.7,0,"C",22.602592
271.8,1573.1,146.7,4960.6,"2022-05-25",619.7,"2269N1157866J","69100",78.9,19.6,"appartement",262.8,69.2,0,"C",22.602592
214.7,1343.8,146.7,3416.7,"2022-06-03",439.7,"2269N1228436P","69100",71.5,0,"appartement",173.9,53.8,0,"B",22.602592
201.9,3909.6,122.8,3898.8,"2022-04-22",472.5,"2269N0848092Z","69100",69.3,0,"appartement",211.3,60.3,0,"C",22.602592
174.2,2515.2,164,4228.6,"2022-12-09",394.2,"2269N2986508T","69100",79.5,10.3,"appartement",154.5,57.9,0,"C",22.602592
190.3,950.5,165.1,4021.1,"2022-05-02",488.5,"2269N0930384B","69100",84.6,11,"appartement",231.2,51.1,0,"B",22.602592
299.2,1385.8,125,4625.1,"2022-12-23",555.1,"2269N3133988B","69100",63.5,8.3,"appartement",205.1,77.6,0,"C",22.602592
258.2,896,127.7,4023.2,"2022-08-02",478.5,"2269N1764417G","69100",61.3,8,"appartement",176.4,69.3,0,"C",22.602592
210.2,1275.9,95.5,3543,"2022-12-23",426.7,"2269N3133936B","69100",45.6,6,"appartement",176.6,82.9,0,"C",22.602592
159.4,2476,39,4562.7,"2022-02-07",476.5,"2269N0235030R","69100",70.9,122.2,"appartement",156,74,0,"B",22.602592
240.8,3909.6,144.1,4403,"2022-04-22",535.4,"2269N0848112T","69100",81.3,0,"appartement",224.9,58.2,0,"C",22.602592
186.7,1783.2,148.1,3945.2,"2022-10-14",486,"2269N2399437C","69100",81.3,10.6,"appartement",222.6,52.7,0,"B",22.602592
259.2,1482.5,106.7,4390.7,"2022-03-15",522.6,"2269N0519729Q","69100",56.9,0,"appartement",207.8,81.6,0,"C",22.602592
301,1011.8,108,4734.4,"2022-03-15",561.3,"2269N0519798H","69100",57.5,0,"appartement",203.9,86.7,0,"C",22.602592
349.2,1401.6,149.2,5000.4,"2022-11-21",591.1,"2269N2760291C","69100",72.7,9.3,"appartement",185.1,72.3,0,"C",22.602592
216.2,739.7,119.2,4040.4,"2022-05-25",494.8,"2269N1157783E","69100",63.7,0,"appartement",214.1,68.7,0,"C",22.602592
203.7,1521.8,130.6,3555.2,"2022-08-02",425.7,"2269N1765465O","69100",63.4,0,"appartement",176.6,59.6,0,"C",22.602592
224.3,924.4,147.1,3992.5,"2022-11-16",486.6,"2269N2711756J","69100",65.5,0,"appartement",207.1,65.7,0,"C",22.602592
208.1,896,127.8,3580.4,"2022-08-02",428.5,"2269N1764405U","69100",61.4,8,"appartement",176.4,62,0,"C",22.602592
203.2,1894.7,131.2,3598.1,"2022-04-07",432.6,"2269N0727153M","69100",62.1,10.1,"appartement",176.7,61.8,0,"C",22.602592
178.4,1275.9,95.5,3267.7,"2022-12-23",394.8,"2269N3133949O","69100",45.6,6,"appartement",176.6,76.7,0,"C",22.602592
183.5,1011.8,107.4,3672.5,"2022-01-25",443,"2169N1028516I","69100",57.2,0,"appartement",203.5,68.6,0,"C",22.602592
281.7,1482.5,162.4,5012.7,"2022-01-25",609.7,"2169N1028497P","69100",86.5,0,"appartement",243.3,62.3,0,"C",22.602592
225.3,1587.6,127,3986.4,"2022-06-16",523.5,"2269N1344412F","69100",65.2,25.4,"appartement",241.7,70,0,"C",22.602592
480.7,1131.3,186.4,6349.5,"2022-03-31",755.2,"2269N0661409W","69100",86.6,32.9,"appartement",195,77.4,0,"C",22.602592
298.1,1521.8,130.6,4395,"2022-08-02",520.2,"2269N1766058J","69100",63.4,0,"appartement",176.6,72.9,0,"C",22.602592
202.1,1379.5,120.9,4870.8,"2022-12-09",434.7,"2269N2986652H","69100",62.2,8.1,"appartement",183.5,83.4,0,"C",22.602592
181.9,1011.8,108.1,3663.6,"2022-03-15",442.2,"2269N0519792B","69100",57.6,0,"appartement",203.9,68,0,"C",22.602592
255.3,1587.6,121.8,2196.4,"2022-06-16",327.4,"2269N1344410D","69100",62.5,24.4,"appartement",17.9,44.8,0,"B",22.602592
553.8,1748.6,185.3,6907.1,"2022-06-09",833.3,"2269N1270050D","69100",85.6,11.6,"appartement",206.9,86.4,0,"C",22.602592
402.5,3909.6,178,6092,"2022-04-22",735.2,"2269N0848056P","69100",100.5,0,"appartement",246.6,64.8,0,"C",22.602592
5565.7,2476,1361.5,165221.8,"2022-01-05",17103.8,"2269N0014792Z","69100",NA,4266.1,"immeuble",5910.4,76,0,"B",22.602592
265.5,1438.6,87.2,3796.6,"2022-06-09",494,"2269N1270325S","69100",44.3,5.8,"appartement",193,97.5,0,"C",22.602592
786.3,965.1,242.8,9331.4,"2022-01-14",1101.6,"2269N0078085I","69100",114.1,57.1,"appartement",211.7,85.8,0,"C",22.602592
126.7,1346.4,37.5,1567.9,"2022-07-12",221.5,"2269N1596897E","69100",19.5,5.4,"appartement",70.8,114.8,0,"C",22.602592
283.5,467.2,132.3,4287.2,"2022-11-21",516,"2269N2756296L","69100",62.5,8.3,"appartement",177.3,73.1,0,"C",22.602592
218.9,3421.6,136.4,3688,"2022-12-02",481.4,"2269N2900131O","69100",64.2,8.5,"appartement",203.1,65.5,0,"C",22.602592
