"Coût_chauffage","Surface_habitable_immeuble","Coût_éclairage","Conso_5_usages_é_finale","Date_réception_DPE","Coût_total_5_usages","N°DPE","Code_postal_(BAN)","Surface_habitable_logement","Coût_auxiliaires","Type_bâtiment","Coût_ECS","Conso_5_usages_par_m²_é_primaire","Coût_refroidissement","Etiquette_DPE","_score"
310.9,1401.6,122.4,4506.1,"2022-11-21",529.9,"2269N2760298J","69100",59.6,7.7,"appartement",172.4,79.1,0,"C",22.602592
216.8,1325.7,137.6,3682,"2022-07-26",446.4,"2269N1704321W","69100",64.6,0,"appartement",179.6,61.1,0,"C",22.602592
238,1379.5,127.5,5345.4,"2022-12-09",476.7,"2269N2986604L","69100",65.6,8.5,"appartement",187,86.7,0,"D",22.602592
588.8,3909.6,241.1,8216.9,"2022-04-22",992.5,"2269N0848155K","69100",136.1,0,"appartement",287.1,64.6,0,"C",22.602592
215.1,1343.8,147.1,3421,"2022-06-03",440.3,"2269N1228429I","69100",71.7,0,"appartement",174,53.8,0,"B",22.602592
121.7,1783.2,76.8,2775.9,"2022-10-14",333.2,"2269N2399438D","69100",42.2,5.5,"appartement",171.7,70,0,"C",22.602592
222,896,88.2,3434,"2022-08-02",404.1,"2269N1764420J","69100",42.4,5.5,"appartement",151.6,84.9,0,"C",22.602592
103,2476,25.2,3349,"2022-02-07",339.4,"2269N0235019G","69100",45.8,78.9,"appartement",132.4,83,0,"B",22.602592
275.1,1551.2,117.9,4411.2,"2022-06-16",575,"2269N1344309G","69100",60.5,31.4,"appartement",245.1,83,0,"C",22.602592
262.1,1011.8,88,4209.9,"2022-01-25",496.5,"2169N1028522O","69100",46.9,0,"appartement",188.5,94.2,0,"C",22.602592
101.4,2476,24.8,3310.3,"2022-02-07",335.2,"2269N0234738L","69100",45.1,77.7,"appartement",131.3,83,0,"B",22.602592
149.3,2676.1,86.4,2751.6,"2022-01-07",326.3,"2169N1022065F","69100",40.5,5.4,"appartement",144.1,71.6,0,"C",22.602592
220,1587.6,121.8,3907.1,"2022-06-16",512.2,"2269N1344433A","69100",62.5,24.4,"appartement",238.1,71.5,0,"C",22.602592
462.4,1051.8,174.7,6082.2,"2022-03-31",718.7,"2269N0661449K","69100",78.8,10.3,"appartement",187.7,81.1,0,"C",22.602592
175.4,1655.9,145.2,3837.2,"2022-06-16",506.9,"2269N1344360F","69100",72.9,38.7,"appartement",264.1,60.7,0,"B",22.602592
178.8,2515.2,134.5,4098.1,"2022-12-09",375.7,"2269N2986519E","69100",65.2,8.4,"appartement",143.3,67.9,0,"C",22.602592
433.5,1343.8,203.7,5424.9,"2022-06-03",704,"2269N1228446Z","69100",99.3,0,"appartement",199.6,62,0,"C",22.602592
203.7,1272.6,180.3,4645.3,"2022-01-20",605.2,"2269N0114827M","69100",95.6,72.1,"appartement",254.1,55.8,0,"B",22.602592
145.3,1379.5,130,4278.6,"2022-12-09",386.4,"2269N2986677G","69100",66.9,8.7,"appartement",188.3,68.5,0,"C",22.602592
294.1,1551.2,120.4,4578.1,"2022-06-16",596.9,"2269N1344321S","69100",61.8,32.1,"appartement",246.9,84.4,0,"C",22.602592
178.8,3909.6,100,3523.9,"2022-04-22",423.8,"2269N0848141W","69100",56.4,0,"appartement",196.6,66.6,0,"C",22.602592
202.5,950.5,148.1,4017,"2022-05-02",483.8,"2269N0930386D","69100",75.9,9.9,"appartement",221.2,56.5,0,"C",22.602592
312.7,998.8,127,4465.7,"2022-06-09",534.2,"2269N1270212J","69100",66.8,8.5,"appartement",170,70.9,0,"C",22.602592
197.9,2937.3,139.1,3248.5,"2022-06-03",416.1,"2269N1228470X","69100",64.5,0,"appartement",173.4,56.5,0,"B",22.602592
103,2476,25.2,3349,"2022-02-07",339.4,"2269N0234773U","69100",45.8,78.9,"appartement",132.4,83,0,"B",22.602592
191.3,1287,94.7,3677,"2022-10-10",441.7,"2269N2346437Q","69100",48.1,12.6,"appartement",197.2,81.5,0,"C",22.602592
229.5,1076.7,136,3814.9,"2022-07-26",461,"2269N1704349Y","69100",65.2,0,"appartement",182.3,62.6,0,"C",22.602592
130.8,2476,32,3966.2,"2022-02-07",408.5,"2269N0234563S","69100",58.2,100.3,"appartement",145.4,78,0,"B",22.602592
323.6,1482.5,170.7,5452.3,"2022-03-15",661.3,"2269N0519744F","69100",91,0,"appartement",248.6,64.3,0,"C",22.602592
278.1,3421.6,136.9,4195.9,"2022-12-02",541,"2269N2900119C","69100",64.4,8.6,"appartement",203.3,73.5,0,"C",22.602592
194.5,1401.6,78.9,3135.9,"2022-11-21",367.3,"2269N2760007E","69100",38.4,4.9,"appartement",142.7,85.1,0,"C",22.602592
269.1,2937.3,206.5,4146.2,"2022-06-03",538.9,"2269N1228477E","69100",95.7,0,"appartement",203.3,49.2,0,"B",22.602592
158.3,1272.6,123.7,3748.1,"2022-01-20",477.6,"2269N0114821G","69100",65.6,49.5,"appartement",218.2,64.3,0,"C",22.602592
193.5,1883.2,138.5,4884.7,"2022-12-09",438.2,"2269N2986715S","69100",67.8,8.7,"appartement",189.5,76.9,0,"C",22.602592
505.7,3909.6,161.1,6884,"2022-04-22",819.4,"2269N0848055O","69100",90.9,0,"appartement",235.8,80,0,"C",22.602592
159.4,2476,39,4562.7,"2022-02-07",476.5,"2269N0234718R","69100",70.9,122.2,"appartement",156,74,0,"B",22.602592
636.3,1161.9,212.7,7789.3,"2022-01-14",920.9,"2269N0078120R","69100",100.5,39.9,"appartement",195.9,81.5,0,"C",22.602592
270.8,924.4,147.3,4395.9,"2022-11-16",533.3,"2269N2711763Q","69100",65.5,0,"appartement",207.2,72,0,"C",22.602592
120.1,1287,78.7,2847.7,"2022-10-10",343.9,"2269N2346455I","69100",39.9,10.5,"appartement",179.6,76.3,0,"C",22.602592
229,1482.5,105.7,4111.9,"2022-03-15",491.3,"2269N0519697K","69100",56.3,0,"appartement",207.1,77.4,0,"C",22.602592
261.4,3909.6,119.4,4402.3,"2022-04-22",528.2,"2269N0848106N","69100",67.4,0,"appartement",209.1,69.5,0,"C",22.602592
278.7,2676.1,131,4219.4,"2022-01-07",500,"2169N1022060A","69100",61.3,8.2,"appartement",171.4,72.4,0,"C",22.602592
460.1,1655.9,199.2,6405,"2022-06-16",854.4,"2269N1344389I","69100",99.9,53.1,"appartement",301.8,74.4,0,"C",22.602592
313.5,1131.3,134.1,4559.9,"2022-03-31",542.4,"2269N0661357W","69100",62.3,23.7,"appartement",171.7,77.3,0,"C",22.602592
149.3,2676.1,86.4,2751.6,"2022-01-07",326.3,"2169N1022058Y","69100",40.5,5.4,"appartement",144.1,71.6,0,"C",22.602592
163.6,1076.7,91.4,2943.4,"2022-07-26",352.7,"2269N1704348X","69100",43.8,0,"appartement",155.9,71.4,0,"C",22.602592
437.8,1748.6,180.9,5860.7,"2022-06-09",713.5,"2269N1270030J","69100",83.5,11.3,"appartement",204.8,75.6,0,"C",22.602592
180.8,2937.3,144,3139.3,"2022-06-03",402.8,"2269N1228489Q","69100",66.8,0,"appartement",175.6,52.9,0,"B",22.602592
401.7,3421.6,176.7,5478.5,"2022-12-02",702.9,"2269N2900113W","69100",83.2,11,"appartement",224.3,74.1,0,"C",22.602592
147,1655.9,113.9,3382.9,"2022-06-16",442,"2269N1344363I","69100",57.1,30.4,"appartement",242.2,67.6,0,"C",22.602592
245.4,1438.6,86.8,3624.2,"2022-06-09",473.2,"2269N1270335C","69100",44.1,5.8,"appartement",192.5,93.7,0,"C",22.602592
206.6,896.1,127.7,3566.7,"2022-08-02",427,"2269N1764082J","69100",61.4,8,"appartement",176.4,61.7,0,"C",22.602592
81.1,180.4,59.3,1638,"2022-01-25",200.9,"2169N1028508A","69100",29.6,0,"appartement",86.6,61,0,"C",22.602592
181.8,1398.7,105.8,3316.6,"2022-11-16",402.7,"2269N2711784L","69100",45.8,0,"appartement",178.3,77.8,0,"C",22.602592
102.7,739.7,64.7,2497.9,"2022-05-25",302.9,"2269N1157775W","69100",34.6,0,"appartement",165.2,77.6,0,"C",22.602592
126.5,1343.8,103.8,2502.6,"2022-06-03",317.2,"2269N1228431K","69100",50.6,0,"appartement",154.6,55,0,"B",22.602592
142.8,1401.6,79.9,2679.8,"2022-11-21",316.8,"2269N2760043O","69100",38.9,5,"appartement",143.6,72.4,0,"C",22.602592
81.1,180.4,59.3,1638,"2022-03-15",200.9,"2269N0520705E","69100",29.6,0,"appartement",86.6,61,0,"C",22.602592
158.7,1272.6,124.3,3757,"2022-01-20",478.9,"2269N0114813Y","69100",65.9,49.7,"appartement",218.5,64.2,0,"C",22.602592
487.6,1438.6,184.2,6290.3,"2022-06-09",821.7,"2269N1270323Q","69100",93.6,12.3,"appartement",259.3,76.7,0,"C",22.602592
189.3,3909.6,121.5,3776.8,"2022-04-22",458.4,"2269N0848117Y","69100",68.6,0,"appartement",210.4,59.1,0,"C",22.602592
163.2,2476,39.9,4642.5,"2022-02-07",485.6,"2269N0234702B","69100",72.6,125.1,"appartement",157.4,74,0,"B",22.602592
278.5,2937.3,172.7,4048.4,"2022-06-03",522.4,"2269N1228522X","69100",80.1,0,"appartement",188.3,57.1,0,"B",22.602592
579.3,998.8,177.9,7132.9,"2022-06-09",846.4,"2269N1270062P","69100",93.6,11.9,"appartement",194.8,80.3,0,"C",22.602592
217.5,1551.2,121,3987.3,"2022-06-16",521.1,"2269N1344313K","69100",62.1,32.3,"appartement",247.4,73.3,0,"C",22.602592
128.2,1120.5,83.6,2795,"2022-01-20",583.5,"2269N0114780R","69100",44.2,5.6,"appartement",413.6,111.5,0,"C",22.602592
319.5,1051.8,180.4,4827,"2022-03-31",580.5,"2269N0661421I","69100",81.3,10.6,"appartement",190.2,63.3,0,"C",22.602592
203.7,1272.6,180.3,4645.3,"2022-01-20",605.2,"2269N0114834T","69100",95.6,72.1,"appartement",254.1,55.8,0,"B",22.602592
291.7,3421.6,128.6,4265.1,"2022-12-02",546.6,"2269N2900107Q","69100",60.5,8,"appartement",198.9,79.2,0,"C",22.602592
493.2,1521.8,218.2,6609.7,"2022-08-02",787.5,"2269N1765483G","69100",105.9,0,"appartement",218.3,66,0,"C",22.602592
219.2,2937.3,175,3596.4,"2022-06-03",464.9,"2269N1228487O","69100",81.1,0,"appartement",189.3,50.2,0,"B",22.602592
204.8,1343.8,183.2,3530.5,"2022-06-03",458.9,"2269N1228434N","69100",89.3,0,"appartement",190.3,44.9,0,"B",22.602592
175.2,1655.9,145,3833.5,"2022-06-16",506.4,"2269N1344351W","69100",72.7,38.7,"appartement",263.9,60.7,0,"C",22.602592
375.3,2937.3,206.6,4977.2,"2022-06-03",645.2,"2269N1228508J","69100",95.8,0,"appartement",203.3,58.9,0,"B",22.602592
436.7,1398.7,161.3,5866.5,"2022-11-16",710.6,"2269N2711819U","69100",69.8,0,"appartement",208.9,90.1,0,"C",22.602592
248.8,1521.8,138.4,3999.1,"2022-08-02",477.3,"2269N1766054F","69100",67.2,0,"appartement",180.3,63,0,"C",22.602592
167,1883.2,126.7,4479.2,"2022-12-09",401,"2269N2986770V","69100",62,7.9,"appartement",183.5,77.1,0,"C",22.602592
89.2,2937.3,69.2,1924.5,"2022-06-03",240.5,"2269N1228485M","69100",32.1,0,"appartement",128.9,65.9,0,"C",22.602592
153.7,1058.2,135.1,3037.4,"2022-07-26",366.5,"2269N1704273A","69100",61.1,0,"appartement",166.2,53.1,0,"B",22.602592
372.2,1385.8,155.8,5463.6,"2022-12-23",658.3,"2269N3133987A","69100",79.1,10.4,"appartement",222.9,73.8,0,"C",22.602592
286.2,1482.5,118.6,4723.3,"2022-03-15",563.5,"2269N0519710X","69100",63.2,0,"appartement",215.3,79.1,0,"C",22.602592
125.1,1346.4,36.8,1555.3,"2022-07-12",219.1,"2269N1597006J","69100",19.2,5.3,"appartement",70.4,115.7,0,"C",22.602592
130.8,2476,32,3966.2,"2022-02-07",408.5,"2269N0234717Q","69100",58.2,100.3,"appartement",145.4,78,0,"B",22.602592
253.6,1011.8,120,4396.7,"2022-03-15",527.6,"2269N0519763Y","69100",63.9,0,"appartement",211.3,73.2,0,"C",22.602592
177.9,1783.2,148.2,3867.3,"2022-10-14",477.4,"2269N2399421M","69100",81.4,10.6,"appartement",222.7,51.7,0,"B",22.602592
127.9,1343.8,102.4,2505.8,"2022-06-03",317.5,"2269N1228442V","69100",50,0,"appartement",153.9,55.8,0,"B",22.602592
665.7,3421.6,233.4,8056.5,"2022-12-02",1021.6,"2269N2900161S","69100",109.9,14.6,"appartement",254.3,81.7,0,"C",22.602592
330.7,1748.6,147.4,4734.9,"2022-06-09",577.4,"2269N1270041U","69100",68.1,9.2,"appartement",189,75.1,0,"C",22.602592
359.6,1131.3,189.1,5275.5,"2022-03-31",636.4,"2269N0661362B","69100",87.9,33.4,"appartement",196.1,64.2,0,"C",22.602592
103,2476,25.2,3349,"2022-02-07",339.4,"2269N0235015C","69100",45.8,78.9,"appartement",132.4,83,0,"B",22.602592
242.2,1385.8,129.9,4160.5,"2022-12-23",502.8,"2269N3133997K","69100",65.9,8.7,"appartement",207.9,67.5,0,"C",22.602592
159.4,2476,39,4562.7,"2022-02-07",476.5,"2269N0234565U","69100",70.9,122.2,"appartement",156,74,0,"B",22.602592
219.9,2676.1,130.2,3685.9,"2022-01-07",440.5,"2169N1022071L","69100",61,8.1,"appartement",171.1,64.1,0,"C",22.602592
101.4,2476,24.8,3310.3,"2022-02-07",335.2,"2269N0234747U","69100",45.1,77.7,"appartement",131.3,83,0,"B",22.602592
229,1482.5,105.7,4111.9,"2022-01-25",491.3,"2169N1028478W","69100",56.3,0,"appartement",207.1,77.4,0,"C",22.602592
225.8,2515.2,196.2,5033.1,"2022-12-09",470.9,"2269N2986590X","69100",95.1,12.3,"appartement",166.8,57.8,0,"C",22.602592
69.6,180.4,59.3,1534.6,"2022-01-25",189.4,"2169N1028507Z","69100",29.6,0,"appartement",86.6,57.5,0,"C",22.602592
148.2,1346.4,40.1,1671.1,"2022-07-12",246.3,"2269N1596994X","69100",20.9,5.7,"appartement",72.3,117.1,0,"C",22.602592
215.8,1051.8,134.7,3654.4,"2022-03-31",439,"2269N0661437Y","69100",60.7,7.9,"appartement",170.4,64.1,0,"C",22.602592
159.4,2476,39,4562.7,"2022-02-07",476.5,"2269N0234706F","69100",70.9,122.2,"appartement",156,74,0,"B",22.602592
199.6,1346.4,38.5,1830.1,"2022-07-12",295.7,"2269N1596998B","69100",20.1,5.5,"appartement",71.3,141.3,0,"C",22.602592
183.7,1883.2,130.8,4708.2,"2022-12-09",421.4,"2269N2986764P","69100",64,8.2,"appartement",185.6,78.5,0,"C",22.602592
269.5,1482.5,125.1,4622.4,"2022-03-15",554.3,"2269N0519702P","69100",66.7,0,"appartement",219.5,73.7,0,"C",22.602592
187.9,950.5,165.1,3999.6,"2022-05-02",486.1,"2269N0930374R","69100",84.6,11,"appartement",231.2,50.8,0,"B",22.602592
259,1161.9,94.7,3741.4,"2022-01-14",440.4,"2269N0078088L","69100",44.8,17.8,"appartement",141.9,87.5,0,"C",22.602592
186.5,1883.2,127.1,4713,"2022-12-09",420.9,"2269N2986781G","69100",62.2,7.9,"appartement",183.7,80.7,0,"C",22.602592
415.6,3909.6,186.1,6268.1,"2022-04-22",757.3,"2269N0848053M","69100",105,0,"appartement",251.8,63.9,0,"C",22.602592
251.5,1438.6,78.3,3592.1,"2022-06-09",466.4,"2269N1270361C","69100",39.8,5.2,"appartement",183.1,102.5,0,"C",22.602592
384,1275.9,136.4,5334.1,"2022-12-23",643.1,"2269N3133962B","69100",65.1,8.5,"appartement",202.2,87.5,0,"C",22.602592
602.3,1655.9,197.5,7470,"2022-06-16",994.7,"2269N1344395O","69100",99.1,52.7,"appartement",300.7,87.4,0,"C",22.602592
300.1,1343.8,181.7,4267.1,"2022-06-03",553,"2269N1228443W","69100",88.6,0,"appartement",189.7,54.6,0,"B",22.602592
4018,896.1,541,61209.2,"2022-08-02",7309,"2269N1764067U","69100",896.1,34,"immeuble",2648,72.4,0,"C",22.602592
159.4,2476,39,4562.7,"2022-02-07",476.5,"2269N0234541W","69100",70.9,122.2,"appartement",156,74,0,"B",22.602592
185.9,950.5,165.1,3981.3,"2022-05-02",484.1,"2269N0930376T","69100",84.6,11,"appartement",231.2,50.6,0,"B",22.602592
286,1573.1,120.9,4879.7,"2022-05-25",600.4,"2269N1157876T","69100",65,16.1,"appartement",244.2,81.5,0,"C",22.602592
175.2,965.1,92.2,2987.3,"2022-01-14",356.5,"2269N0078067Q","69100",43.3,21.7,"appartement",141.9,73,0,"C",22.602592
247,1011.8,108,4248.5,"2022-03-15",507.3,"2269N0519790Z","69100",57.5,0,"appartement",203.9,78.2,0,"C",22.602592
69.6,180.4,59.3,1534.6,"2022-03-15",189.4,"2269N0519831O","69100",29.6,0,"appartement",86.6,57.5,0,"C",22.602592
268.9,1287,114.1,4536,"2022-10-10",543.9,"2269N2346366X","69100",57.9,15.2,"appartement",211,83.3,0,"C",22.602592
201.9,3909.6,122.8,3898.8,"2022-04-22",472.5,"2269N0848102J","69100",69.3,0,"appartement",211.3,60.3,0,"C",22.602592
257.7,1482.5,134.4,4585.7,"2022-03-15",553.2,"2269N0519722J","69100",71.6,0,"appartement",225.4,68.4,0,"C",22.602592
293.9,1521.8,127.9,4343.3,"2022-08-02",513.8,"2269N1766035M","69100",62.1,0,"appartement",175.3,73.6,0,"C",22.602592
221.3,1161.9,94.7,3402.5,"2022-01-14",402.7,"2269N0078111I","69100",44.8,17.8,"appartement",141.9,80,0,"C",22.602592
101.4,2476,24.8,3310.3,"2022-02-07",335.2,"2269N0234722V","69100",45.1,77.7,"appartement",131.3,83,0,"B",22.602592
387.4,1748.6,195.6,5495.8,"2022-06-09",675.8,"2269N1270038R","69100",90.4,12.2,"appartement",211.8,66.1,0,"C",22.602592
167.2,233.3,64.7,2849.2,"2022-01-25",345,"2169N1028501T","69100",34.5,0,"appartement",131.9,88.6,0,"C",22.602592
234,1894.7,132.7,3883.3,"2022-04-07",464.7,"2269N0727165Y","69100",62.8,10.2,"appartement",177.4,65.6,0,"C",22.602592
203.4,1325.7,132.1,3533.5,"2022-07-26",428.4,"2269N1704323Y","69100",62,0,"appartement",177.1,61.1,0,"C",22.602592
167.6,1076.7,136.7,3270.7,"2022-07-26",399.8,"2269N1704346V","69100",65.6,0,"appartement",182.6,53.9,0,"B",22.602592
289.3,1401.6,132.6,4368.3,"2022-11-21",516.9,"2269N2760047S","69100",64.6,8.3,"appartement",177.2,71.2,0,"C",22.602592
404,1379.5,194.4,7834.1,"2022-12-09",705.2,"2269N2986618Z","69100",100,13,"appartement",222.2,83.8,0,"C",22.602592
401.7,3421.6,176.7,5478.5,"2022-12-02",702.9,"2269N2900143A","69100",83.2,11,"appartement",224.3,74.1,0,"C",22.602592
130.3,2515.2,130.6,3506.7,"2022-12-09",324.2,"2269N2986481S","69100",63.3,8.2,"appartement",141.8,60.1,0,"C",22.602592
197.8,1325.7,133.5,3490.7,"2022-07-26",423.8,"2269N1704308J","69100",62.7,0,"appartement",177.7,59.8,0,"C",22.602592
415.9,1438.6,180.5,5666.7,"2022-06-09",746.1,"2269N1270329W","69100",91.7,12,"appartement",257,71,0,"C",22.602592
5565.7,2476,1361.5,165221.8,"2022-01-05",17103.8,"2269N0015108D","69100",NA,4266.1,"immeuble",5910.4,76,0,"B",22.602592
245.6,388.4,145.2,4786.3,"2022-10-10",584.2,"2269N2346535K","69100",67.9,54.4,"appartement",254.4,76.1,0,"C",22.602592
293.1,1482.5,123.8,4824.8,"2022-01-25",576.4,"2169N1028483B","69100",66,0,"appartement",218.6,77.5,0,"C",22.602592
326.4,1325.7,192.2,4946.3,"2022-07-26",601.2,"2269N1704303E","69100",90.3,0,"appartement",205,58.9,0,"C",22.602592
134,1287,78.7,2972.8,"2022-10-10",357.8,"2269N2346405K","69100",39.9,10.5,"appartement",179.6,79.5,0,"C",22.602592
269.8,1131.3,136.7,4181.2,"2022-03-31",501,"2269N0661380T","69100",63.5,24.1,"appartement",172.8,69.9,0,"C",22.602592
344.3,300.3,152,7484.6,"2022-10-10",805.3,"2269N2346611I","69100",86.5,85.5,"appartement",361.8,91.7,0,"C",22.602592
300.4,1401.6,137.7,4497.3,"2022-11-21",532.5,"2269N2762591O","69100",67.1,8.6,"appartement",179.6,70.5,0,"C",22.602592
215.9,1783.2,113.8,3956.4,"2022-10-14",476.3,"2269N2399410B","69100",62.5,8.1,"appartement",201.5,67.5,0,"C",22.602592
140.8,1325.7,131.9,2977.6,"2022-07-26",365.6,"2269N1704320V","69100",62,0,"appartement",177,52.1,0,"B",22.602592
188.7,1011.8,124.6,3847.4,"2022-03-15",468,"2269N0519795E","69100",66.4,0,"appartement",214.2,62.4,0,"C",22.602592
292,1482.5,123.8,4814.1,"2022-01-25",575.2,"2169N1028481Z","69100",66,0,"appartement",218.6,77.4,0,"C",22.602592
246.3,300.3,152,6493.4,"2022-10-10",707.3,"2269N2346605C","69100",86.5,85.5,"appartement",361.8,80.2,0,"C",22.602592
123.8,1346.4,36.6,1548.8,"2022-07-12",217.6,"2269N1596973C","69100",19.1,5.2,"appartement",70.3,115.6,0,"C",22.602592
69.8,1120.5,77.2,2453.2,"2022-01-20",295.9,"2269N0114793E","69100",40.8,5.1,"appartement",187.6,64.6,0,"C",22.602592
476.4,1346.4,71.5,3144.5,"2022-07-12",613,"2269N1596865Y","69100",37.3,10.2,"appartement",90.7,147.1,0,"C",22.602592
381.4,715,129.8,5376,"2022-12-23",629.4,"2269N3133972L","69100",64.2,8.7,"appartement",197.7,88.6,0,"C",22.602592
342.6,3421.6,128.6,4699.3,"2022-12-02",597.5,"2269N2900095E","69100",60.5,8,"appartement",198.9,86.6,0,"C",22.602592
251.5,1401.6,127.7,4001.7,"2022-11-21",475,"2269N2760032D","69100",62.2,8,"appartement",174.9,67.9,0,"C",22.602592
315.1,2676.1,131,4546.2,"2022-01-07",536.3,"2169N1022051R","69100",61.3,8.2,"appartement",171.4,77.8,0,"C",22.602592
166.8,1325.7,94.1,2965.2,"2022-07-26",355.8,"2269N1704292T","69100",44.2,0,"appartement",154.9,71.4,0,"C",22.602592
355.9,1398.7,191.4,5343,"2022-11-16",656.5,"2269N2711802D","69100",82.8,0,"appartement",223.5,70,0,"C",22.602592
180.8,2937.3,144,3139,"2022-06-03",402.7,"2269N1228504F","69100",66.8,0,"appartement",175.6,52.9,0,"B",22.602592
306.1,2937.3,205.8,4432.1,"2022-06-03",575.4,"2269N1228452F","69100",95.4,0,"appartement",203,52.7,0,"B",22.602592
315.5,1161.9,140.1,4522,"2022-01-14",538.9,"2269N0078096T","69100",66.2,26.3,"appartement",165,72.3,0,"C",22.602592
372.8,282.8,116,4786.5,"2022-06-09",580.2,"2269N1270387C","69100",57.2,7.7,"appartement",160.4,89.8,0,"C",22.602592
266,1131.3,118.8,4049.4,"2022-03-31",481.6,"2269N0661395I","69100",55.2,21,"appartement",164.9,77.4,0,"C",22.602592
269,2937.3,206.4,4145.2,"2022-06-03",538.8,"2269N1228495W","69100",95.7,0,"appartement",203.2,49.2,0,"B",22.602592
463.9,1748.6,197.8,6182.7,"2022-06-09",754.2,"2269N1270021A","69100",91.4,12.4,"appartement",212.8,73.1,0,"C",22.602592
121.7,1883.2,127.5,3951.1,"2022-12-09",356.5,"2269N2986775A","69100",62.4,8,"appartement",183.9,67.8,0,"C",22.602592
163.9,1573.1,88.4,3494.9,"2022-05-25",433.2,"2269N1157815K","69100",47.5,11.8,"appartement",218,80.4,0,"C",22.602592
125.1,1346.4,36.8,1555.3,"2022-07-12",219.1,"2269N1596892Z","69100",19.2,5.3,"appartement",70.4,115.7,0,"C",22.602592
103,2476,25.2,3349,"2022-02-07",339.4,"2269N0234762J","69100",45.8,78.9,"appartement",132.4,83,0,"B",22.602592
434.5,1385.8,154.6,5998.4,"2022-12-23",719.5,"2269N3134008V","69100",78.5,10.3,"appartement",222.2,81.3,0,"C",22.602592
165.3,950.5,117.9,3479.9,"2022-05-02",416.5,"2269N0930375S","69100",60.4,7.9,"appartement",203.4,61.2,0,"C",22.602592
234.3,1401.6,129.8,3858.3,"2022-11-21",459.6,"2269N2762595S","69100",63.2,8.1,"appartement",175.9,64.5,0,"C",22.602592
246.9,715,122.1,4131.9,"2022-12-23",487.6,"2269N3133973M","69100",60.4,8.1,"appartement",193.5,72.9,0,"C",22.602592
4448,1120.5,588,64579.4,"2022-01-20",10443,"2269N0114775M","69100",1120.5,39,"immeuble",4937,80.4,0,"B",22.602592
455.7,3909.6,204,6758,"2022-04-22",817.6,"2269N0848153I","69100",115.2,0,"appartement",263.3,62.9,0,"C",22.602592
259.2,1482.5,106.7,4390.7,"2022-01-25",522.6,"2169N1028489H","69100",56.9,0,"appartement",207.8,81.6,0,"C",22.602592
103,2476,25.2,3349,"2022-02-09",339.4,"2269N0254156H","69100",45.8,78.9,"appartement",132.4,83,0,"B",22.602592
89.6,1573.1,64.8,2522.9,"2022-05-25",314.9,"2269N1157822R","69100",34.9,8.6,"appartement",187.6,79.5,0,"C",22.602592
166.5,896,83.3,2899.6,"2022-08-02",342.7,"2269N1764402R","69100",40,5.2,"appartement",147.5,76.2,0,"C",22.602592
163.2,2476,39.9,4642.5,"2022-02-07",485.6,"2269N0234534P","69100",72.6,125.1,"appartement",157.4,74,0,"B",22.602592
297.1,1783.2,111.5,4669.8,"2022-10-14",554.9,"2269N2399435A","69100",61.2,8,"appartement",200,80.5,0,"C",22.602592
125.1,1346.4,36.8,1555.3,"2022-07-12",219.1,"2269N1596938T","69100",19.2,5.3,"appartement",70.4,115.7,0,"C",22.602592
163.2,2476,39.9,4642.5,"2022-02-07",485.6,"2269N0234737K","69100",72.6,125.1,"appartement",157.4,74,0,"B",22.602592
407.7,715,157.1,5780.7,"2022-12-23",680.9,"2269N3133969I","69100",77.7,10.5,"appartement",212.4,79.1,0,"C",22.602592
283.6,1783.2,76.5,4227,"2022-10-14",494.5,"2269N2399452R","69100",42,5.5,"appartement",171.3,104.9,0,"C",22.602592
330.7,1748.6,147.4,4734.6,"2022-06-09",577.4,"2269N1270031K","69100",68.1,9.2,"appartement",189,75.1,0,"C",22.602592
151.6,2676.1,86.7,2774.5,"2022-01-07",328.9,"2169N1022064E","69100",40.6,5.4,"appartement",144.3,72,0,"C",22.602592
256.4,1287,119.8,4465.7,"2022-10-10",538.1,"2269N2346382N","69100",60.8,16,"appartement",214.5,78.4,0,"C",22.602592
289.3,1401.6,132.6,4368.3,"2022-11-21",516.9,"2269N2762616N","69100",64.6,8.3,"appartement",177.2,71.2,0,"C",22.602592
